Tweet,Sentiment
"RT @Bharatthinks: They are the daughter(Pratibha Gupta) and wife of a man from Jahangir Puri in Delhi who tested positive for corona, cryin...",0.5574
pq o governo nao proibi o corona????,0.0
"#Genova locali, club, discoteche e pub con musica dal vivo soffrono la crisi dettata dalla #quarantena #coronavirus... https://t.co/We36zRUJYm",0.0
"RT @DankMemesGlobal: Corona virus inside a weed smoker.
#memes #dankmemes https://t.co/Hk2RAW6a83",0.0
RT @Paintothal: 2nd patient COVID 19 with need of ECMO. They both suddenly became impossible to ventilate. We managed to have a CT scan for...,0.0
RT @abc_es: Dos miembros de la Policia Municipal de Madrid mueren en menos de 24 horas por coronavirus https://t.co/PNDWrPaIzT,0.0
"I quit my 8$hour dollar tree job.

Let me see, a 35k covid19 hospital visit bill and maybe DEATH ? OR 8$ AN HOUR...... https://t.co/aYaFAvpVGD",-0.6841
"Rossi riapra le #aziende, invece di scrivere al premier #Conte! #coronavirus #Toscana
@FI_Toscana @sole24ore... https://t.co/fFfLaeUYiZ",0.0
RT @dbravo: 2008. Marlaska manda a juicio a varias personas por quemar fotografias del Rey por presunto delito de injurias a la Corona. Die...,-0.5994
"RT @EM_KA_17: @POTUS EXCLUSIVE: @DrButtar
explains to @GaryFranchi how COVID-19 was created and how #Fauci outsourced it to a CHINA lab aga...",0.4995
"Times like now make me be ashamed to be a British Citizen, government need to sort itself out! #COVID19",-0.2244
"RT @jairomsantoyo: #RECUPERADOS, hoy en BOYACA 15 de los 32 casos positivos de #covid-19 estan recuperados, casi el 50%! Esto quiere decir...",0.0
"RT @RT_com: Anyone want to tell the Governor of #Florida that isn't how you put on a face #mask? 

#COVID19 https://t.co/Y5HWM1pI6a",0.0772
"Manejo de los sintomas COVID-19 (incluyendo al final de la vida) . Resumen de la guia NICE. 

https://t.co/BrCdhSc2hG ...",0.5473
"RT @CNN: TV host Piers Morgan says President Trump has turned his White House coronavirus briefings into ""a self-aggrandizing, self-justify...",0.0
"RT @DrGiuseppeFeola: Tomorrow, our post-corona manifesto (https://t.co/LjRZJTTxUu) will be discussed in parliament. Prior to that, please s...",0.3182
RT @MdMAndalucia: La pobreza y la exclusion social como factores de riesgo de la #Covid19 https://t.co/eDkWWMfgRe via @diariosur,-0.296
RT @Adelita63733044: En #Bolivia se castiga la solidaridad mientras la gente pasa hambre y arriesga su vida para salir a venderse #COVID19...,0.0
"New post: Coronavirus, sindaco Riccione: ""Spiagge a numero chiuso con prenotazione"" https://t.co/iuvQCihTlx",0.0
"RT @TorosdePMayoral: Hoy he sonado que sometiamos al dichoso COVID19, nos lo enroscabamos asi, dominandolo por abajo y lo mandabamos al car...",0.0
"RT @CasalDPF: Davant la crisi generada per la COVID-19, fem costat als Casals i Ateneus d'arreu dels Paisos Catalans! 
Enfortim-los, enfort...",0.0
RT @CNN: President Trump says he didn't pick Mitt Romney to join a coronavirus task force focused on reopening the country because he holds...,0.5859
i want qdoba someone remind me why im not allowed to get corona,0.0772
"RT @ANI: COVID19 situation in the State is completely under control. The role of our health-workers, policemen &amp; all frontline workers is c...",0.0
"#IndiaFightsCorona
Flying for a mission..@MirNaveedAh1
@GreaterKashmir https://t.co/cbzzXmCfEj",0.0
RT @NOTEKOMASLAVOZ: Presiento que con Corona o sin Corona queda muy poco tiempo para que nos de la wea y volvamos a salir a la calle a echa...,-0.5574
"RT @FaithKwizera2: People who used to steal our water from our buckets at night in dorm
I wise u get corona mbwa mwee ",-0.0258
"RT @ddale8: Here's a representative excerpt of the president's remarks at tonight's ""coronavirus briefing."" https://t.co/pEeC2p7Vsd",0.0
"RT @RodrigoMaia: O mundo inteiro esta unido contra o coronavirus. No Brasil, temos de lutar contra o corona e o virus do autoritarismo. E m...",-0.296
"Gli psicologi serviranno a questi virologi da talk show quando le telecamere si spegneranno.
#covid_19italia",0.0
"Why a #Coronavirus Vaccine is Not the Solution 

This is a well documented comprehensive 5-part-argument showing wh... https://t.co/D9GZL57LLc",0.2819
"@smeerkpblr @RahulEaswar Your Arabic disease is deadlier than HIV-AIDS, CANCER, H1N1 AND COVID-19.  Scientists will... https://t.co/SbxNpziCKm",-0.7297
RT @defantediogo: deixando o bbb de lado um pouco... vcs viram q ta rolando uma pandemia? corona virus o nome do bagulho,0.0
RT @BI_Italia: Il #coronavirus ha messo in ginocchio il settore del sesso a pagamento. E il governo del #Giappone ha deciso di intervenire...,0.5859
RT @VikasBihar1: Great leaders are coming together to pull Tamil Nadu out of the COVID Crisis! #OndrinaivomVaa comes as a great relief!,0.8309
"RT @DawnHFoster: Can anyone excitedly tweeting about the ""inevitable inquiry"" post-COVID19 point me to one inquiry in living memory that ha...",0.5106
"RT @BoyCharioteer: #JeremyVine If anyone is defending Boris Johnson on the nonsensical idea that he ""didn't have to"" attend Covid 19 meetin...",0.0
Greece flattened the coronavirus curve. Watch its beauties from a drone ... https://t.co/rqoN7tSeBA via @YouTube,0.5267
RT @abc_es: El ataque de Eva Hache a la Corona en Television Espanola https://t.co/1REEmCNSah,0.0
"RT @esp_coronavirus:  ULTIMA HORA | 

 4.266 nuevos casos de coronavirus y 399 muertes en Espana 

 200.210 casos

 20.852 fallecidos...",0.0
"RT @karlwilding: 115,000 ppl have used our guidance on #coronavirus for charities since the crisis began. Enquiries by phone &amp; email have d...",-0.2263
"RT @lasvegaseva_Eva: Coronavirus:El proveedor medico se confiesa: ""Hay sanitarios en el psiquiatra por tener que dejar morir a tantos"".?com...",0.0
"RT @geroabai:  @jabikiliki explica las areas en las que esta trabajando para hacer frente a la crisis del #COVID19 

 Igualdad: atencion...",-0.6249
"RT @ugteuskadi: UGT-Euskadi  insta a Osakidetza a que realice test PCR #COVID19  tambien a los trabajadores de ambulancias,  que aunque se...",0.0
RT @heraldoes: > Treinta anos del '20 de abril' al que canto Celtas Cortos @CeltasCortos: asi es la nueva version 2020 #Covid-19 que el gru...,0.0
"RT @abcpoppins: But Johnson didn't just skip 5 COBRA meetings, his govt also skipped 8 #COVID19 conference calls or meetings between EU hea...",0.0
RT @ClimateRealists: UN climate change fund calls coronavirus an 'opportunity' to re-shape the world.. The extraordinary statements have be...,0.4215
"RT @KTHopkins: Thank you for all those sharing stories of empty wards, empty #COVID wards and nursing staff being set menial tasks to fill...",0.4019
Inauguration of #Covid19 Lab in  Jinnah Hospital Karachi thank you Government of Sindh for getting us a #Covid19 La... https://t.co/Hx7E4ruLFP,0.3612
"RT @dcwoodruff: They say they've been treating COVID patients for weeks. Today most of the people driving by have been ""very aggressive,"" t...",-0.2247
"RT @nemliM3: Sadcee yogun bakim sayisi ile degil personel ile de covid 19 a karsi basari desteklenmelidir yeni hastene yeni personel  
@RTE...",0.0
Corona vai embora pq eu preciso ir para escola e fazer provinha pq@nao quero reprovar a,0.0
"RT @gazetesozcu: Belediye Baskani Savas: Hatay'da 7 kisi coronadan oldu, 5'i kayit disi birakildi!
https://t.co/0tqkBj3iFd",0.0
"RT @ndtv: 80% of #coronavirus cases in India are asymptomatic, a matter of concern: Indian Council of Medical Research (ICMR)",0.0258
"IF A VIRUS is not a living being, but nucleic acid, protein and fat, why do they tell us that the coronavirus does... https://t.co/iMeJOeBxiN",0.0
"Hoje soube que uma conhecida morreu, e a causa? Coronavirus, uma menina jovem. E ainda existem pessoas que preferem... https://t.co/jRN7FA90ag",0.0
@selasarkebab Due to fear of getting coronavirus I will not be having girlfriend at this time. Please don't believe... https://t.co/cUlJnUHEiN,-0.2263
@nikkico_ And again if you want to protect yourself from covid why don't you wear a mask.,0.4404
RT @a4tise: Sending a big THANK YOU to all of our healthcare workers and first responders who are protecting us during #COVID19. We're grat...,0.4995
"RT @Nees_MM: If you could end the Covid-19 pandemic by sacrificing a football club, which club would it be and why Manchester United?",0.4215
RT @PoliticalTwtWar: Can a have a meme moment of your time? I have a bigger concern than Coronavirus. We all need to be concerned and take...,0.0
RT @LanatoForever: Washington Post confirma origen del paciente cero del coronavirus: era empleado del famoso laboratorio d virologia de l...,0.0
"RT @EXNdigital: #ULTIMAHORA | Actualizacion datos coronavirus en #Extremadura

[?]Cifra diaria de fallecidos mas baja en casi un mes
[?]Conta...",0.0
"RT @Cdn_Catechist: Lady Gaga has also publicly admitted to giving her soul to Satan....... 

You trust a disciple of Satan?

#COVID",0.7269
RT @hmryder: *So* frustrated by suggestions that #African &amp; other #developing countries are following a one-size-fits all #COVID19 model cr...,-0.5267
"Field visits to understand the situation, empathize with those in need and motivate the COVID-19 Warriors! I-PAC la... https://t.co/uO1vB3ZfNu",0.4389
"RT @PSOE: Nuestros Ayuntamientos se afanan para proteger a las personas que mas estan sufriendo el azote de la crisis del coronavirus.

...",-0.6249
"RT @RealSaavedra: Fox News anchor Bret Baier on China's coronavirus response: ""They cut down travel from Wuhan internally but left the inte...",-0.1406
"RT @Caprinov: #COVID19 A tous nos partenaires, Capr'Inov temoigne de son soutien face aux difficultes rencontrees actuellement. Notre equi...",0.0
RT @PIB_India: Here is a list of the districts where #COVID19 situation is serious or becoming serious in response to which Government has...,-0.1531
"Great news. It seems even the random sampling's are showing 30%, some close to 60% positive for corona. This is goo... https://t.co/fgoHaCwa2J",0.8271
RT @acs_italia: #COVID19 in #Siria: aumento percentuale degli anziani e sanita disarticolata i principali fattori di preoccupazione. Monted...,0.0
"RT @nackt81: #TeamNaturist's coping with Covid19 - Clothesfree
By example: planting some flowers, to make it a little more colourful on my...",0.0
"RT @AGHamilton29: Wow.

So NYT printed a piece that blamed Fox News for the COVID-19 death of a NY bar owner who went on a cruise on 3/1 ba...",-0.4939
Coronavirus: More European countries ease restrictions #Coronavirus https://t.co/buaYZAx5YY,0.4144
"RT @_SonuSohail: @KTRTRS Dear Ktr sir,as I was spectacle of Covid I took a step as a responsible citizen to get myself checked  at Kingkoti...",0.5994
"RT @dcwoodruff: They say they've been treating COVID patients for weeks. Today most of the people driving by have been ""very aggressive,"" t...",-0.2247
"RT @amaka_twinkles: Maybe this testament from Seun, a COVID19 survivor, would make Lagosians sit at home! https://t.co/Lvm5VnTj01",0.4199
"Headline implies that Corona is responsible.

Last line of the article says that ethanol plants, which produce CO2... https://t.co/hXo2SzOkNb",0.3182
RT @TarekWiliamSaab: EEUU amenaza con ejecutar un  #Genocidio mediante una invasion militar a Venezuela: mientras a consecuencia del #Covid...,0.0
RT @JamesHasson20: That mainstream outlets have given Chris Cuomo a pass for violating quarantine ***after testing positive with coronaviru...,0.0258
"RT @SethAbramson: I'm astounded that Dr. Birx had the nerve to *brag* about America's ""COVID-19 deaths per million citizens"" figure.

FACT:...",0.4215
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
"RT @nataliexdean: Another rapid peer review:

""When we compare [those who test positive for COVID with those who test negative] we can lear...",-0.0258
"RT @BreitbartNews: A Stanford study of blood tests from 3,000 volunteers in a California county showed 50 times more people had coronavirus...",0.0
"RT @Agenzia_Ansa: La Cina a Trump: ""Il nemico e il #Covid-19 non noi"" #ANSA https://t.co/q4ZS3Lz89H",0.0
"RT @VictorMochere: Let's settle this.

 for William Ruto
[?] for Fred Matiang'i

#RutoMurdersVSCorona https://t.co/RuWHNLalcP",0.0
"RT @andreibh: @RomeuZema Diminui sim, o se diminui. Sorte que aqui em BH temos um prefeito que age contra o Coronavirus para proteger a pop...",0.0
RT @rynprry: Tim Robinson mocking COVID protestors. The man is a saint. https://t.co/uiuW64UM9E,-0.4019
@guzincimlam @azakesra16 @TurkcellHizmet Valla ortada corona falan hic yokken temmuz ayinda baglatmak istemistik bi... https://t.co/ESkRhvuVua,0.0
"RT @takingCustody: COVID-19, the passing of Abba Kyari, @davido vs @iam_YCee, @beatsbysarz vs @MI_Abaga and Bello El-Rufai dominated conver...",0.0
"RT @BpifranceCrea: #Covid_19 : Le gouvernement a annonce la creation d'une nouvelle aide exceptionnelle d'un montant maximum de 1 250 EUR, de...",0.2732
"@lekoviti Dole vlada CORONA ?
Pivo?
______________________
Odma' dode...",0.0
"RT @ISASaxonists: Seems relevant now more than ever, cause #covidiots is a thing: https://t.co/16TaDAxlcO",0.0
"RT @ale_giseli: ""Tornar as empresas prontas para COVID requer uma mudanca de mentalidade e, possivelmente, uma adaptacao das estruturas ins...",0.0
"RT @djKAYWlSE: 5k For 20 people !! 

Reply your bank name with ""CACOVID"" you   can reply as many as possible to get noticed 

E.g  GTB CACO...",0.0
"RT @lugaricano: Dinamarca excluye de las ayudas por el Covid a las empresas
1. Que paguen dividendos
2. Que recompren sus acciones
3. Basad...",0.0
RT @_edgegroup: The UAE has adopted a smart helmet technology capable of monitoring people who may be infected with #COVID19 to be used by...,0.2732
Eles acenderam a chama... #coronavirus,0.0
"Germany has lost 8 sausage makers, compared to the UK losing 1 sausage maker due to COVID-19.

This proves that Ang... https://t.co/sh3o0mL2T4",-0.5994
Maryland comptroller defends staffer as GOP demands firing over post about those who defy coronavirus orders https://t.co/FD30f2urIQ,-0.34
"RT @alaska_doctor: Conclusiones de las primeras autopsias realizadas en Italia a fallecidos por Covid-19
Gran sorpresa, el tema no es respi...",-0.296
"RT @EnglandRugby: Twickenham Stadium is being used as a drive-through coronavirus testing facility for key workers and NHS staff.

Find out...",0.0
RT @SonaliVaid: Starting a thread on problems related to #NonCovidCare during the #covid19 pandemic. Please add to this thread #curatecovid...,-0.1027
RT @richardhorton1: Just for the record: the UK government is deliberately rewriting history in its ongoing COVID-19 disinformation campaig...,0.0
Love the health care worker standing up for those who are suffering with the COVID 19,0.6486
"When I saw my hood in the news I was expecting ""Coronavirus"" kante it's just about permits",0.0
Nao sei qual que to com mais medo kkkkkk covid ou golpe,0.0
"RT @9NEWSNANCY: In LATE February this is how NANCY PELOSI was dealing with the CRISIS ... I mean coronavirus 

This was AFTER she'd had a...",-0.7034
$NBY : NovaBay Pharmaceuticals Signs Agreement to Distribute COVID-19 Antibody Rapid Point-of-Care Test to U.S. Healthcare Professionals,0.4939
Prince Philip's thoughtful statement praising the national effort on Covid-19 is such a dignified contrast to his g... https://t.co/NbMd2XuJbY,0.8519
"L'applicazione ""immuni"" mi fa ridere, e mi fermo qua! 
#COVID19 #immuni",0.0
"RT @TSAVoice: A new super fast and accurate #coronavirus test could be available ""within a few weeks"" in the UK; is currently being evaluat...",0.5994
"RT @ChrChristensen: Well, thanks to #COVID19, the absurdity has now come full circle. After years of US right-wingers smearing Sweden as a...",0.6124
"RT @xusram: PREGUNTAS BASTARDAS:
1. Un covid-19 leve puede regenerar los pulmones?
2. Puede Gaia haber enviado el covid-19 para tomarse un...",0.0
"RT @NikkiHaley: The US is not the only country looking to change ways with China. Amid the coronavirus pandemic, Japanese Prime Minister Ab...",0.0
RT @ABC: HOP TO IT: A kangaroo had the run of the city of Adelaide as residents stayed inside to slow the spread of the novel coronavirus....,0.3182
"RT @CarnetDLaPatria: #Enterate | Tomar medidas a tiempo ha sido la clave de Venezuela para combatir el COVID-19 https://t.co/Y0azxgzSzy

@N...",0.34
@GloWorld Make una do giveaway make I use the money for subscription I be regular customer but COVID-19 don isolate... https://t.co/dN8uTJ1mS7,-0.296
"RT @ElFarodeCeuta: Sanidad ordena el cierre de todos los comercios a las 20:30 horas 
#Ceuta #coronavirus 
https://t.co/HBrdYT9cRk",0.0
"#25aprile  
Bella ciao la cantino i reclusi ai domiciliari con il pretesto coronavirus .[?]

https://t.co/Rrw4pyNzGp",0.0
"RT @KTHopkins: Thank you for all those sharing stories of empty wards, empty #COVID wards and nursing staff being set menial tasks to fill...",0.4019
"RT @TODAYshow: Coronavirus latest:

-755,000 cases, 40,000 deaths in US
-Protests against stay-at-home orders in more than a dozen states
-...",-0.2263
If Corona was a person,0.0
"RT @RodrigoMaia: O mundo inteiro esta unido contra o coronavirus. No Brasil, temos de lutar contra o corona e o virus do autoritarismo. E m...",-0.296
"RT @PSOE: Nuestros Ayuntamientos se afanan para proteger a las personas que mas estan sufriendo el azote de la crisis del coronavirus.

...",-0.6249
"@abcnews Commbank cost my family our home by lying in court to steal our property before Covid 19, so I couldn't ca... https://t.co/5xCBOP7QWy",-0.765
RT @covidperspectiv: Sweden's experiment in allowing life to continue without a lockdown is not working https://t.co/i9RdIu26y4,0.0
@SABCNews Very small number for a province with the largest number of deaths in the country due to COVID19,0.2212
"RT @CNN: TV host Piers Morgan says President Trump has turned his White House coronavirus briefings into ""a self-aggrandizing, self-justify...",0.0
